	ERR10492989.assembled	ERR10492990.assembled	ERR10492991.assembled	ERR10492992.assembled	ERR10492994.assembled	ERR10492995.assembled	ERR10492996.assembled	ERR10492997.assembled	ERR10492998.assembled	ERR10493000.assembled	ERR10493001.assembled	ERR10493002.assembled	ERR10493003.assembled	ERR10493004.assembled	ERR10493005.assembled	ERR10493006.assembled	ERR10493007.assembled	ERR10493008.assembled	ERR10493009.assembled	ERR10493010.assembled	ERR10493011.assembled	ERR10493014.assembled	ERR10493016.assembled	ERR10493017.assembled	ERR10493018.assembled	ERR10493019.assembled	ERR10493020.assembled	ERR10493021.assembled	ERR10493022.assembled	ERR10493023.assembled	ERR10493024.assembled	ERR10493025.assembled	ERR10493026.assembled	ERR10493027.assembled	ERR10493028.assembled	ERR10493029.assembled	ERR10493031.assembled	ERR10493032.assembled	ERR10493033.assembled	ERR10493034.assembled	ERR10493035.assembled	ERR10493036.assembled	ERR10493037.assembled	ERR10493039.assembled	ERR10493040.assembled	ERR10493041.assembled	ERR10493042.assembled	ERR10493043.assembled	ERR10493044.assembled	ERR10493046.assembled	ERR10493047.assembled	ERR10493049.assembled	ERR10493050.assembled	ERR10493051.assembled	ERR10493052.assembled	ERR10493054.assembled	ERR10493056.assembled	ERR10493057.assembled	ERR10493058.assembled	ERR10493059.assembled	ERR10493060.assembled	ERR10493061.assembled	ERR10493062.assembled	ERR10493063.assembled	ERR10493064.assembled	ERR10493065.assembled	ERR10493066.assembled	ERR10493067.assembled	ERR10493068.assembled	ERR10493069.assembled	ERR10493071.assembled	ERR10493072.assembled	ERR10493073.assembled	ERR10493074.assembled	ERR10493075.assembled	ERR10493076.assembled	ERR10493077.assembled	ERR10493078.assembled	ERR10493079.assembled	ERR10493080.assembled	ERR10493081.assembled	ERR10493082.assembled	ERR10493083.assembled	ERR10493084.assembled	ERR10493085.assembled	ERR10493086.assembled	ERR10493087.assembled	ERR10493088.assembled	ERR10493091.assembled	ERR10493092.assembled	ERR10493093.assembled	ERR10493094.assembled	ERR10493095.assembled	ERR10493096.assembled	ERR10493097.assembled	ERR10493098.assembled	ERR10493099.assembled	ERR10493100.assembled	ERR10493101.assembled	ERR10493102.assembled	ERR10493103.assembled	ERR10493104.assembled	ERR10493105.assembled	ERR10493106.assembled	ERR10493108.assembled	ERR10493109.assembled	ERR10493110.assembled	ERR10493111.assembled	ERR10493114.assembled	ERR10493115.assembled	ERR10493116.assembled	ERR10493117.assembled	ERR10493118.assembled	ERR10493119.assembled	ERR10493120.assembled	ERR10493121.assembled	ERR10493122.assembled	ERR10493123.assembled	ERR10493124.assembled	ERR10493125.assembled	ERR10493127.assembled	ERR10493128.assembled	ERR10493130.assembled	ERR10493131.assembled	ERR10493132.assembled	ERR10493133.assembled	ERR10493134.assembled	ERR10493136.assembled	ERR10493138.assembled	ERR10493139.assembled	ERR10493140.assembled	ERR10493141.assembled	ERR10493142.assembled	ERR10493143.assembled	ERR10493144.assembled	ERR10493145.assembled	ERR10493147.assembled	ERR10493148.assembled	ERR10493149.assembled	ERR10493150.assembled	ERR10493151.assembled	ERR10493152.assembled	ERR10493154.assembled	ERR10493155.assembled	ERR10493156.assembled	ERR10493157.assembled	ERR10493158.assembled	ERR10493160.assembled	ERR10493161.assembled	ERR10493162.assembled	ERR10493163.assembled	ERR10493165.assembled	ERR10493166.assembled	ERR10493167.assembled	ERR10493168.assembled	ERR10493169.assembled	ERR10493170.assembled	ERR10493172.assembled	ERR10493173.assembled	ERR10493174.assembled	ERR10493177.assembled	ERR10493178.assembled	ERR10493180.assembled	ERR10493181.assembled	ERR10493183.assembled	ERR10493184.assembled	ERR10493185.assembled	ERR10493186.assembled	ERR10493195.assembled	ERR10493196.assembled	ERR10493197.assembled	ERR10493198.assembled	ERR10493199.assembled	ERR10493200.assembled	ERR10493201.assembled	ERR10493202.assembled	ERR10493203.assembled	ERR10493204.assembled	ERR10493205.assembled	ERR10493206.assembled	ERR10493207.assembled	ERR10493208.assembled	ERR10493209.assembled	ERR10493210.assembled	ERR10493211.assembled
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	3.0	4.0	3.0	0.0	2.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.0	0.0	26.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	38.0	0.0	0.0	0.0	0.0	16.0	12.0	3.0	4.0	10.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	24.0	22.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	30.0	23.0	9.0	7.0	11.0	0.0	0.0	14.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	19.0	15.0	13.0	18.0	9.0	12.0	16.0	20.0	11.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__;__	892.0	702.0	390.0	895.0	409.0	418.0	276.0	277.0	282.0	401.0	183.0	298.0	334.0	1077.0	1149.0	1100.0	868.0	615.0	510.0	1803.0	1704.0	288.0	89.0	98.0	979.0	693.0	1065.0	868.0	1194.0	1443.0	236.0	325.0	486.0	727.0	1200.0	1186.0	628.0	792.0	944.0	347.0	289.0	945.0	761.0	314.0	962.0	420.0	700.0	1186.0	345.0	261.0	226.0	190.0	268.0	45.0	507.0	284.0	646.0	166.0	683.0	110.0	480.0	640.0	658.0	531.0	339.0	471.0	915.0	826.0	505.0	556.0	849.0	820.0	138.0	33.0	871.0	183.0	760.0	281.0	986.0	1534.0	395.0	324.0	605.0	854.0	485.0	382.0	281.0	179.0	335.0	274.0	123.0	176.0	516.0	546.0	403.0	343.0	227.0	327.0	163.0	60.0	353.0	481.0	100.0	109.0	567.0	504.0	606.0	748.0	156.0	12.0	588.0	618.0	593.0	508.0	880.0	1060.0	616.0	670.0	612.0	353.0	499.0	1333.0	1027.0	1180.0	773.0	655.0	319.0	217.0	1104.0	904.0	362.0	314.0	281.0	251.0	608.0	596.0	1030.0	1036.0	333.0	246.0	602.0	426.0	784.0	875.0	507.0	456.0	1870.0	462.0	423.0	1075.0	1239.0	441.0	329.0	526.0	552.0	1486.0	3184.0	531.0	626.0	611.0	129.0	139.0	215.0	389.0	1179.0	1306.0	236.0	324.0	2149.0	791.0	238.0	226.0	152.0	184.0	2401.0	2035.0	420.0	436.0	256.0	290.0	1507.0	787.0	533.0	390.0	974.0
d__Bacteria;p__Firmicutes;c__Clostridia;__;__;__;__	84.0	43.0	68.0	11.0	15.0	17.0	18.0	31.0	123.0	3.0	0.0	0.0	8.0	162.0	163.0	3.0	7.0	48.0	19.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	15.0	42.0	25.0	27.0	19.0	18.0	190.0	450.0	27.0	18.0	13.0	34.0	39.0	98.0	83.0	92.0	42.0	0.0	3.0	0.0	43.0	41.0	35.0	13.0	12.0	13.0	14.0	11.0	4.0	11.0	0.0	2.0	5.0	4.0	37.0	7.0	7.0	13.0	11.0	18.0	40.0	12.0	15.0	14.0	138.0	105.0	3.0	16.0	38.0	52.0	57.0	15.0	5.0	6.0	60.0	69.0	0.0	0.0	12.0	22.0	136.0	181.0	4.0	6.0	3.0	12.0	24.0	20.0	11.0	4.0	124.0	160.0	4.0	0.0	16.0	21.0	5.0	4.0	52.0	49.0	126.0	99.0	4.0	0.0	44.0	49.0	47.0	57.0	11.0	2.0	34.0	30.0	27.0	6.0	5.0	46.0	56.0	31.0	40.0	45.0	0.0	7.0	78.0	23.0	39.0	28.0	3.0	7.0	2.0	0.0	49.0	69.0	4.0	0.0	92.0	127.0	22.0	17.0	394.0	319.0	30.0	28.0	66.0	26.0	57.0	134.0	91.0	35.0	38.0	5.0	15.0	10.0	28.0	63.0	23.0	21.0	10.0	28.0	270.0	275.0	4.0	3.0	0.0	19.0	20.0	32.0	50.0	85.0	3.0	2.0	43.0	26.0	210.0	173.0	53.0	235.0	225.0	488.0	61.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__	93.0	150.0	73.0	186.0	14.0	13.0	7.0	36.0	90.0	9.0	0.0	0.0	0.0	99.0	121.0	10.0	4.0	123.0	88.0	180.0	83.0	4.0	11.0	8.0	36.0	3.0	8.0	2.0	0.0	0.0	5.0	5.0	20.0	9.0	0.0	2.0	13.0	300.0	214.0	46.0	23.0	142.0	102.0	73.0	2.0	0.0	677.0	432.0	0.0	0.0	10.0	5.0	0.0	0.0	40.0	56.0	11.0	3.0	38.0	5.0	69.0	18.0	96.0	122.0	4.0	0.0	197.0	176.0	1.0	0.0	25.0	29.0	0.0	0.0	36.0	7.0	37.0	8.0	2.0	0.0	59.0	54.0	4.0	2.0	0.0	0.0	41.0	52.0	10.0	8.0	5.0	8.0	42.0	36.0	98.0	83.0	3.0	7.0	0.0	0.0	170.0	49.0	9.0	9.0	469.0	368.0	1.0	5.0	54.0	3.0	159.0	166.0	21.0	10.0	60.0	0.0	2.0	0.0	40.0	2.0	25.0	115.0	76.0	37.0	398.0	341.0	59.0	105.0	136.0	218.0	17.0	3.0	0.0	3.0	79.0	109.0	199.0	142.0	14.0	13.0	5.0	9.0	7.0	10.0	1030.0	1004.0	276.0	527.0	446.0	65.0	72.0	310.0	226.0	94.0	106.0	19.0	69.0	77.0	40.0	65.0	1003.0	920.0	10.0	3.0	320.0	288.0	0.0	0.0	3.0	2.0	87.0	84.0	14.0	13.0	19.0	11.0	30.0	29.0	346.0	276.0	106.0	221.0	66.0	47.0	100.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004;s__	5.0	30.0	13.0	10.0	8.0	7.0	39.0	36.0	11.0	7.0	0.0	68.0	86.0	23.0	23.0	34.0	36.0	38.0	11.0	43.0	67.0	0.0	2.0	0.0	261.0	191.0	47.0	61.0	93.0	140.0	27.0	65.0	27.0	10.0	59.0	28.0	8.0	0.0	19.0	42.0	16.0	60.0	55.0	0.0	176.0	176.0	15.0	20.0	72.0	16.0	3.0	3.0	32.0	2.0	60.0	68.0	101.0	21.0	58.0	11.0	0.0	0.0	0.0	2.0	38.0	68.0	34.0	19.0	6.0	2.0	10.0	23.0	14.0	0.0	91.0	0.0	84.0	79.0	53.0	87.0	22.0	45.0	10.0	14.0	90.0	91.0	7.0	9.0	11.0	5.0	54.0	87.0	13.0	10.0	23.0	15.0	11.0	22.0	112.0	98.0	12.0	35.0	3.0	14.0	18.0	7.0	205.0	196.0	4.0	0.0	114.0	120.0	60.0	117.0	34.0	97.0	52.0	38.0	10.0	5.0	3.0	22.0	34.0	26.0	14.0	7.0	22.0	0.0	14.0	8.0	22.0	30.0	26.0	49.0	11.0	6.0	85.0	98.0	17.0	10.0	25.0	24.0	27.0	77.0	0.0	0.0	14.0	14.0	20.0	64.0	60.0	15.0	10.0	7.0	6.0	14.0	10.0	50.0	70.0	49.0	5.0	0.0	31.0	89.0	22.0	36.0	31.0	48.0	136.0	89.0	28.0	58.0	0.0	1.0	4.0	0.0	20.0	43.0	21.0	5.0	6.0	11.0	1.0	6.0	34.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group;s__	167.0	34.0	27.0	13.0	13.0	12.0	0.0	0.0	1097.0	0.0	0.0	0.0	0.0	47.0	34.0	2.0	0.0	14.0	18.0	0.0	0.0	6.0	65.0	62.0	0.0	0.0	1.0	10.0	0.0	0.0	19.0	20.0	76.0	36.0	45.0	40.0	0.0	43.0	44.0	37.0	41.0	15.0	12.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	38.0	84.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	23.0	12.0	7.0	1.0	2.0	3.0	3.0	0.0	1.0	1.0	29.0	41.0	2.0	0.0	14.0	19.0	11.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	305.0	0.0	0.0	0.0	0.0	8.0	10.0	1.0	0.0	44.0	60.0	0.0	0.0	2.0	0.0	9.0	10.0	73.0	62.0	0.0	8.0	0.0	0.0	1.0	8.0	1.0	8.0	0.0	0.0	0.0	0.0	69.0	8.0	0.0	0.0	0.0	4.0	15.0	12.0	0.0	1.0	157.0	62.0	8.0	0.0	0.0	0.0	3.0	6.0	14.0	6.0	0.0	2.0	3.0	0.0	4.0	5.0	30.0	37.0	10.0	27.0	28.0	28.0	27.0	82.0	137.0	201.0	183.0	15.0	7.0	0.0	28.0	21.0	179.0	228.0	0.0	0.0	201.0	204.0	0.0	0.0	3.0	1.0	7.0	0.0	1.0	0.0	0.0	3.0	30.0	9.0	565.0	665.0	66.0	101.0	27.0	21.0	151.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__;__	6.0	12.0	18.0	2.0	0.0	2.0	3.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	136.0	0.0	0.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	197.0	96.0	0.0	0.0	36.0	27.0	33.0	7.0	66.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	21.0	3.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	3.0	0.0	111.0	156.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	4.0	3.0	4.0	38.0	25.0	0.0	0.0	0.0	0.0	44.0	3.0	3.0	9.0	0.0	109.0	3.0	17.0	0.0	6.0	9.0	2.0	2.0	9.0	13.0	12.0	0.0	1.0	19.0	13.0	7.0	23.0	0.0	0.0	0.0	2.0	0.0	2.0	14.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	25.0	0.0	8.0	4.0	4.0	0.0	2.0	1.0	0.0	0.0	1.0	18.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__	64.0	5.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	26.0	23.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	14.0	0.0	0.0	6.0	4.0	0.0	0.0	15.0	8.0	0.0	0.0	54.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	388.0	388.0	0.0	0.0	0.0	0.0	104.0	82.0	4.0	0.0	0.0	0.0	169.0	210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	25.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	29.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	2403.0	1100.0	839.0	2776.0	1936.0	2123.0	2790.0	2056.0	829.0	851.0	339.0	5604.0	5815.0	3301.0	2874.0	4555.0	3906.0	1564.0	2172.0	2319.0	2739.0	2699.0	2317.0	2860.0	114.0	2.0	799.0	1065.0	489.0	421.0	1283.0	1465.0	1958.0	3068.0	1799.0	1937.0	1903.0	1188.0	1320.0	363.0	579.0	1454.0	2138.0	1185.0	3462.0	6097.0	989.0	1138.0	902.0	475.0	390.0	355.0	1853.0	1193.0	921.0	1851.0	2188.0	603.0	3240.0	2106.0	815.0	649.0	3200.0	742.0	1224.0	1113.0	330.0	400.0	625.0	863.0	1551.0	2094.0	862.0	310.0	682.0	1205.0	820.0	941.0	2366.0	2149.0	505.0	613.0	3452.0	2900.0	1425.0	1697.0	899.0	1028.0	1230.0	2534.0	2198.0	2099.0	1149.0	1260.0	841.0	915.0	889.0	806.0	6246.0	7935.0	4156.0	3788.0	1270.0	1642.0	954.0	996.0	1888.0	2319.0	280.0	41.0	864.0	1011.0	1753.0	1890.0	731.0	1218.0	1507.0	1056.0	455.0	444.0	3834.0	777.0	1592.0	2223.0	1684.0	1904.0	2895.0	4271.0	1239.0	771.0	3248.0	2392.0	1569.0	1342.0	1929.0	1821.0	479.0	515.0	2167.0	2727.0	1725.0	1978.0	485.0	727.0	412.0	546.0	389.0	1150.0	926.0	1077.0	864.0	416.0	929.0	1013.0	1036.0	1582.0	565.0	61.0	372.0	398.0	927.0	1297.0	1590.0	2093.0	300.0	310.0	1164.0	793.0	548.0	3203.0	709.0	920.0	375.0	181.0	6.0	23.0	1901.0	1646.0	645.0	853.0	358.0	1180.0	1182.0	1012.0	3022.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	21.0	2.0	10.0	0.0	0.0	0.0	25.0	33.0	11.0	1.0	128.0	2.0	1.0	0.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	56.0	327.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	661.0	5.0	9.0	12.0	20.0	41.0	10.0	1384.0	0.0	3.0	2924.0	0.0	1.0	123.0	11.0	44.0	422.0	0.0	0.0	20.0	10.0	14.0	43.0	0.0	0.0	42.0	138.0	14.0	355.0	0.0	0.0	5.0	41.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	45.0	2198.0	0.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	9.0	0.0	0.0	14.0	8.0	113.0	88.0	1.0	6.0	0.0	0.0	6.0	5.0	19.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	8.0	2.0	5.0	26.0	68.0	0.0	6.0	0.0	104.0	61.0	5.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	875.0	20.0	79.0	0.0	0.0	0.0	2.0	15.0	3.0	11.0	7.0	33.0	0.0	1.0	0.0	27.0	2.0	294.0	0.0	0.0	27.0	7.0	12.0	0.0	2.0	0.0	0.0	12.0	56.0	14.0	12.0	0.0	0.0	1.0	0.0	0.0	21.0	0.0	0.0	1.0	5.0	12.0	382.0	65.0	57.0	6.0
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__uncultured;s__	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	12.0	0.0	0.0	1.0	0.0	1.0
